hostname,state,software,user_count,note_count,peer_count,discovered_at
social.mattburkedev.com,up,mastodon,1,226,3383,1668938361
epicure.social,up,mastodon,927,83245,15285,1668701532
dope.bz,up,mastodon,2,0,8470,1687807503
nya.coffee,up,mastodon,20,71207,2821,1629740011
punk.demon.gay,up,mastodon,1,27,3429,1692432679
social.lfx.dev,up,mastodon,22,1094,13748,1674867226
m.pupu.moe,up,mastodon,11,56,3253,1654301472
isidai.com,up,mastodon,1,2277,6688,1612578266
feed.casa,up,mastodon,5,355,544,1612578345
pandapla.net,up,mastodon,27,8837,11293,1669304785
ezone.fun,up,mastodon,3,766,9785,1672272155
social.mushroomfm.com,up,mastodon,16,28015,8599,1669188665
kiracollie.dog,up,mastodon,1,299,4067,1686106857
social.ipfire.org,up,mastodon,13,404,5151,1612578442
social.bitsofsimplicity.com,up,mastodon,2,485,11369,1698191735
social.roteserver.de,up,mastodon,7,60,2881,1621799231
mast.yourautisticlife.com,up,mastodon,2,7555,15305,1691299246
toot.nx-pod.de,up,mastodon,1,44,19874,1612578269
mastodon.sinoru.me,up,mastodon,1,74,3506,1696877778
seo.chat,up,mastodon,1362,5716,14488,1667914555
mastodon.cescobarresi.it,up,mastodon,2,121,6650,1625871234
bencarneiro.com,up,mastodon,3,61,6111,1699632437
m.jinwei.me,up,mastodon,5,10395,8650,1620457610
social.compensis.de,up,mastodon,1,63,4032,1669464743
databug.social,up,mastodon,1,0,1,1694757814
petronel.info,up,mastodon,1,51,3911,1615490308
tootsmcgoots.io,up,mastodon,7,637,13098,1669178968
mstdn-bike.net,up,mastodon,655,823773,11945,1612578269
noeldemartin.social,up,mastodon,1,511,11989,1612578268
minimal.social,up,mastodon,3,21,4958,1669492560
mastodon.irohanano.nl,up,mastodon,1,1669,4849,1669670053
old.akiba.social,up,mastodon,3,455,2741,1714851650
inherently.digital,up,mastodon,3,68491,17665,1612578265
social.dairydemon.net,up,mastodon,4,579,10630,1702452430
social.lizzy.rs,up,mastodon,2,11634,12218,1689019267
mastodon.hidupmanis.studio,up,mastodon,1,6187,15837,1669100849
salzman.uk,up,mastodon,1,286,5352,1680682506
snailedit.social,up,mastodon,62,2682,17026,1669172747
fediverse.repc.co,up,mastodon,3,198,2971,1667847015
mastodon.denizencity.com,up,mastodon,2,0,1776,1672616933
mastodon.hinata.cz,up,mastodon,3,25,618,1668440078
thisisnotaserver.com,up,mastodon,1,13,3374,1675337949
social.schenkel.net,up,mastodon,1,46,2981,1668439352
toot.con-centric.com.au,up,mastodon,2,55,3000,1702552887
social.chregu.tv,up,mastodon,1,90,8555,1668856931
religious.social,up,mastodon,26,1717,8583,1671452671
yaong.org,up,mastodon,3,79,168,1668173299
mastodon.nosotros.ong.br,up,mastodon,2,130,5728,1679917630
teal.social,up,mastodon,101,7665,9145,1668904961
laterracita.online,up,mastodon,68,31259,14626,1667759390
lile.cl,up,mastodon,3113,527565,27744,1651004483
mastodon.hopbox.net,up,mastodon,4,20,9124,1690205845
mastodon.cronenberg.cc,up,mastodon,3,44,2591,1674333133
m-i.im,up,mastodon,138,118105,12730,1612578270
techiegirl.social,up,mastodon,2,0,3,1718578994
mstdn.chizroid.info,up,mastodon,2,1001,308,1682766913
hlidacstatu.social,up,mastodon,3,230,2147,1672106987
cariad.social,up,mastodon,2,260,9052,1673479008
ranovers.fr,up,mastodon,1,882,2483,1708105663
mt.shc.kanagawa.jp,up,mastodon,17,139,12184,1630250072
social.mechanizedarmadillo.com,up,mastodon,1,2035,7859,1680418594
boing.world,up,mastodon,51,17548,22458,1612578267
rewt.link,up,mastodon,3,47,9200,1705819791
metasocial.com,up,mastodon,72,15855,17375,1612578345
cherprang.xfk48.com,up,mastodon,4,176,3868,1705881831
mastodon.tn,up,mastodon,122,11963,17691,1614144704
feedbin.social,up,mastodon,1,27,1594,1675874688
mstdn.tivy.work,up,mastodon,10,1440,204,1676095571
osbar.space,up,mastodon,7,232,8866,1667925562
mastodon.circle.lt,up,mastodon,3,13,1080,1675750819
twoot.site,up,mastodon,56,34665,15229,1704470733
dpm.social,up,mastodon,3,490,4666,1704514298
enoent.org,up,mastodon,1,82,4464,1715952093
social.kharkiv.dcomm.net.ua,up,mastodon,93,6262,8420,1660267597
mstdn.blue.wirednet.jp,up,mastodon,1,383,3431,1612578267
durel.org,up,mastodon,1,108,2424,1612578268
social.linksfraktion.de,up,mastodon,43,12077,15532,1651664188
social.godataflow.com,up,mastodon,4,54,558,1669864316
r.town,up,mastodon,15,282,7881,1692738458
m.posterdati.it,up,mastodon,3,529,6762,1673523354
social.erikinkinen.fi,up,mastodon,4,3,7184,1703026020
zenyasai.g-fukurowl.club,up,mastodon,23,108751,9065,1612578267
esperanto.masto.host,up,mastodon,1145,96937,28347,1612578268
mstdn.facb69.com.br,up,mastodon,1,457,7326,1668791845
mstdn.manas.website,up,mastodon,1,642,6030,1706056960
hi.lysianth.us,up,mastodon,2,2,6166,1690244140
soc.nes.sh,up,mastodon,2,1,2374,1668770779
atvfqyewjvwfvys6o667p3tkwexitn7ob42eoxa2wd27supk2f2dnryd.onion,up,mastodon,0,8,36,1644914514
mstdn.baxter.sh,up,mastodon,1,35,4875,1690714882
tauri.earth,up,mastodon,1,3353,9702,1668353210
mastodon.living.tech,up,mastodon,2,50,2144,1689656924
masto.aartwix.fr,up,mastodon,5,198,3910,1668034391
mastodon.fam-ribbers.com,up,mastodon,1,1133,9169,1612578269
103.social,up,mastodon,2,581,4625,1669620974
abraham.social,up,mastodon,2,16,887,1673409004
mastosage.gr,up,mastodon,3,7,330,1718597193
ma.rokoucha.net,up,mastodon,1,44,2589,1689624520
clj.social,up,mastodon,213,3665,100055,1668279893
thefamilyhangout.masto.host,up,mastodon,14,343,1050,1612578268
moonbeam.town,up,mastodon,7,1011,10346,1625224978
ublog.longlandclan.id.au,up,mastodon,2,30097,11862,1672298866
coolmathgam.es,up,mastodon,48,5159,16639,1612578268
nullpointer.org,up,mastodon,8,3004,14403,1668943415
tirami.hostdon.ne.jp,up,mastodon,2,30,510,1691395186
toot.sh,up,mastodon,8,291,6939,1612581137
emocourt.eu,up,mastodon,2,0,39,1719680068
epsom.social,up,mastodon,3,2143,103668,1668847060
0371.uk,up,mastodon,1,183,1990,1698361474
freude.social,up,mastodon,3,605,8134,1696211938
masto.onemanandhisblog.com,up,mastodon,2,220,5120,1704828621
tama.social,up,mastodon,31,2853,4007,1667983274
mastodon.tokyo,up,mastodon,42,5612,15113,1612579442
mastodon.asty.org,up,mastodon,7,51446,4865,1672150138
cyberpunk.earth,up,mastodon,16,2706,13609,1668569946
mastodon.iking.ca,up,mastodon,1,55,5394,1709609684
mastodon.kassepied.org,up,mastodon,2,167,5918,1668980395
masto.mcgeo.xyz,up,mastodon,2,22,2706,1669686224
old.sharlayan.city,up,mastodon,8,502,5464,1690645801
crowleyclub.com,up,mastodon,2,1361,10361,1652960390
hostsharing.coop,up,mastodon,74,30043,23097,1612578268
social.kemitix.net,up,mastodon,3,464,6244,1673883943
bots.fedi.cr,up,mastodon,15,83558,4772,1696539711
chain.closetoya.com,up,mastodon,7,30,5020,1676991741
mastodon.thbps.com,up,mastodon,1,256,9162,1667818873
posts.dumb.stuff.donaberger.xyz,up,mastodon,2,679,13006,1688443167
mastodon.barrierfreecanada.org,up,mastodon,1,148,40,1695759473
axiomeval.social,up,mastodon,2,68,3291,1672262633
soc.nochn.net,up,mastodon,3,4888,16250,1668940311
social.focused.systems,up,mastodon,1,596,4787,1671620556
kwick.rip,up,mastodon,16,129,738,1683055035
pigeon.place,up,mastodon,8,1514,7991,1687076311
social.rochacbruno.com,up,mastodon,1,396,6188,1714252689
gentlemanloser.cafe,up,mastodon,1,11,1683,1693627486
neckarwie.se,up,mastodon,9,1520,13584,1661403772
mastodon.qrpth.eu,up,mastodon,1,5,6494,1612578345
puls.im,up,mastodon,1,127,4580,1672263395
blimps.xyz,up,mastodon,592,220911,22041,1612578266
remeika.social,up,mastodon,2,15,4209,1673672892
mastodon.fjerland.no,up,mastodon,1,229,8842,1645511203
h4.io,up,mastodon,8379,96844,20860,1651682903
social.tgj.services,up,mastodon,5,10,1614,1682470170
toot.gaiac.io,up,mastodon,9,11800,7316,1668857421
saltylike.us,up,mastodon,27,604,10800,1672732401
jlfr.me,up,mastodon,1,2,3621,1668802262
hometech.social,up,mastodon,1923,8204,18829,1669317303
birdhouse.social,up,mastodon,7,24,7,1697327552
pollyanna.social,up,mastodon,3,7952,10601,1671694116
handwave.org.uk,up,mastodon,1,29,5165,1668638104
m.blablu.de,up,mastodon,23,68,1363,1653935402
hoosier.social,up,mastodon,181,40202,22492,1671504416
social.brunk.io,up,mastodon,3,260,7762,1670441112
mifle.eu,up,mastodon,1,76,4286,1712478982
restraint.social,up,mastodon,94,1770,6484,1668846826
trolley.seattlebus.space,up,mastodon,2,3121,9198,1668757982
beausimensen.feder8.io,up,mastodon,1,93,6577,1673512467
www.myronland.com,up,mastodon,4,58,3991,1672464299
masto.phoenixlair.net,up,mastodon,1,21,3133,1689730840
social.timespiral.co.jp,up,mastodon,50,251272,15359,1612578270
mstdn.uno,up,mastodon,3,4,5079,1703297354
social.pint.com,up,mastodon,6,1,2078,1688701318
paravielfalt.zone,up,mastodon,60,12272,8033,1687029432
crosspage.nl,up,mastodon,12,522,2335,1672719935
astro.clinic,up,mastodon,5,64,235,1612578348
social.raspinerd.de,up,mastodon,0,0,0,1685882955
mastodon.triformine.dev,up,mastodon,1,0,200,1671539307
tender-hearted.com,up,mastodon,2,61,637,1717692484
connectop.us,up,mastodon,29,8383,12615,1678239611
mastodon.rpsychologist.com,up,mastodon,2,101,5851,1668319136
chirp.enworld.org,up,mastodon,390,41142,18560,1650950849
mastodon.rpicloud.de,up,mastodon,145,785,5872,1672788038
mastodon.useless.one,up,mastodon,6,9,5351,1667832246
whd.app,up,mastodon,1,4,21,1718627917
masto.bot,up,mastodon,4,3,1,1699831862
mammut.mx,up,mastodon,6,114,3839,1612578265
bunt.social,up,mastodon,49,48737,19198,1612578267
thinkydoers.social,up,mastodon,11,1051,14475,1668323540
social.kd0ioe.com,up,mastodon,6,14006,6727,1667631296
m.csgo.gg,up,mastodon,2,229,3202,1675061310
bostonmusic.online,up,mastodon,12,3406,18585,1612578269
doesstuff.social,up,mastodon,1,1153,12242,1691186432
ezzz.au,up,mastodon,1,347,6196,1669640047
mikumikudance.cloud,up,mastodon,581,66562,14735,1612578270
mastodon.medienzentrenbw.de,up,mastodon,6,12,2826,1704215215
devolver.social,up,mastodon,7,10,712,1669224188
deepalenight.com,up,mastodon,32,66704,1,1706539810
gentlyflowing.anymanystreams.cc,up,mastodon,2,75,215,1690828964
test.kirishima.cloud,up,mastodon,9,352,205,1612578348
town.voyager.blue,up,mastodon,103,31597,2167,1711995276
weibo.zhangyuqing.cn,up,mastodon,2,1552,1892,1673795092
toots.nu,up,mastodon,112,10003,18724,1669423725
kinetix.social,up,mastodon,3,6,10598,1671475686
techforgood.social,up,mastodon,60,3235,22665,1614097854
social.daenarion.com,up,mastodon,3,0,2005,1667655277
audio-video.tech,up,mastodon,7,368,5898,1670356884
mastodon.sunn.net,up,mastodon,4,20,7227,1667993722
ap.umedasp.co.jp,up,mastodon,2,7,412,1612578268
untilitsnotfun.com,up,mastodon,1,9,,1719475106
corp.social,up,mastodon,14,105,8201,1668569946
fub.pub,up,mastodon,1,1,1671,1710507779
momo.mame.moe,up,mastodon,1,227990,17446,1612578266
mastodon.cysioland.pl,up,mastodon,1,32419,16265,1639647844
not-very.social,up,mastodon,4,9,2579,1674538571
mastodon.0011.lt,up,mastodon,2,183,2165,1672271717
internetsladd.se,up,mastodon,9,1004,20852,1672161980
disabled.social,up,mastodon,2812,294235,27216,1667883830
m.stad.social,up,mastodon,3,160,12624,1695318549
social.lsnet.eu,up,mastodon,4,8813,12519,1612578266
trivia.to,up,mastodon,9,338,7657,1667713509
sandiegourbanists.com,up,mastodon,81,2800,10948,1650932220
mastodon.theorangeone.net,up,mastodon,1,165,2377,1668785844
social.64i.de,up,mastodon,4,237,4229,1695856402
newmusic.social,up,mastodon,12,867,3341,1668802304
goodste.in,up,mastodon,1,4,4182,1671444276
fedii.xn--n3haa.ws,up,mastodon,2,14,112,1675503603
mastodon.lothlorien.net,up,mastodon,4,953,101101,1667932482
derg.zone,up,mastodon,2,51,2438,1689517230
mck.pub,up,mastodon,2,246,6872,1671406667
sudomakecake.ddns.net,up,mastodon,2,3048,9366,1667925562
yeen.exposed,up,mastodon,5,1930,9053,1701339611
mastodon.eew.dk,up,mastodon,3,0,3,1692351138
ajin.la,up,mastodon,1,43250,18264,1612578266
m.winblad.io,up,mastodon,1,0,142,1671588921
mastodon.snmsoc.org,up,mastodon,3,2605,5681,1649910191
mstdn.rcode.fi,up,mastodon,1,158,9320,1672921679
ottweiler.social,up,mastodon,5,62,3840,1716407053
thebristol.social,up,mastodon,3,638,6885,1669754526
bbiz.io,up,mastodon,16,998,10704,1667940804
social.liip.ch,up,mastodon,15,235,9748,1660859751
mastodon.fiera.social,up,mastodon,2,1,5324,1707969505
x.gthree.win,up,mastodon,2,300,1332,1700601163
talk.brydge.dev,up,mastodon,1,0,13,1680868222
bookstodon.thestorygraph.com,up,mastodon,221,3485,13455,1671351234
wisdomhole.com,up,mastodon,12,12293,7187,1669350239
mastodon.heppycat.com,up,mastodon,4,936,10603,1672516273
unboxed.social,up,mastodon,3,310,5322,1674072935
mastodon.geekonweb.fr,up,mastodon,4,847,3637,1648357903
mastodon.makerforce.io,up,mastodon,7,93,15790,1668759768
mstdn.camora.dev,up,mastodon,1,134,6725,1707296600
fl0.net,up,mastodon,1,1,99,1713215567
mastodon.janstenpickle.io,up,mastodon,0,0,1281,1667852079
mstdn.y-zu.org,up,mastodon,285,474511,15390,1612578269
mastodon.meissners.me,up,mastodon,2,0,6415,1670978843
socialcoderz.com,up,mastodon,12,749,13558,1667968087
freesocial.co,up,mastodon,276,4102,8605,1612578266
redwombat.social,up,mastodon,27,32509,24622,1612578268
mastodon.math.unipd.it,up,mastodon,20,101,313,1653507164
social.lansky.name,up,mastodon,6,169880,23041,1612578268
unperson.us,up,mastodon,29,1216,4434,1621651753
nekton.social,up,mastodon,6,4,1533,1669527677
drcit.social,up,mastodon,2,0,831,1675895263
mstdn.monapii.net,up,mastodon,4,3234,5629,1678034092
javisst.space,up,mastodon,7,371,6302,1612578270
petbutler.club,up,mastodon,4,106,1603,1708756703
democ.horse,up,mastodon,2,1,2329,1669633084
hostux.social,up,mastodon,8337,456056,30929,1612578266
ncpb.social,up,mastodon,6,111,13316,1670321311
goark.fedicity.net,up,mastodon,3,3964,3928,1701606037
social.goonj.xyz,up,mastodon,61,377,2589,1632246165
us.woundclinic.space,up,mastodon,4,17,711,1674790611
social.mootech.eu,up,mastodon,18,152286,17931,1612578265
gdev.fedibird.com,up,mastodon,16,6452,3506,1612578346
dju.social,up,mastodon,5739,106208,22369,1651251870
edge.taruntarun.net,up,mastodon,12,683,3759,1612578269
moe.social,up,mastodon,13,2853,9511,1702001735
fuzz.network,up,mastodon,1,207,2554,1612578347
sciences.dental,up,mastodon,13,98,1397,1698198798
mastodon.steinernebruecke.de,up,mastodon,11,1713,14003,1612578266
mastodon.kk7.uk,up,mastodon,2,12,144,1710497044
social.data.coop,up,mastodon,40,19013,23520,1651959589
chaosfurs.social,up,mastodon,35,10233,16698,1668266931
suma-ev.social,up,mastodon,65,9740,15790,1639647840
k8s.social,up,mastodon,232,3815,17710,1652568269
susururu0.hostdon.ne.jp,up,mastodon,1,1552,1923,1689326030
mastodon.babb.be,up,mastodon,403,2531,18208,1669054784
jenkins.social,up,mastodon,2,48,1385,1674770005
wud.me,up,mastodon,2,164,7600,1688628963
solarpunk.moe,up,mastodon,122,162689,27210,1634361698
xn--80aaid7au.su,up,mastodon,6,107,954,1710806933
fedi.at,up,mastodon,518,20231,152151,1657152437
antisocial.science,up,mastodon,286,32920,99859,1614257956
nodespace.social,up,mastodon,7,1434,14532,1683746171
mastouille.fr,up,mastodon,21656,192947,29053,1621282389
social.terbeest.net,up,mastodon,3,69,10048,1667436057
t.q12.im,up,mastodon,3,2452,5959,1668528278
mastodon.delta-t.work,up,mastodon,5,6782,2957,1612578269
townsends.online,up,mastodon,2,5,9053,1669879982
social.qutic.com,up,mastodon,3,301,10617,1667783689
charr.engineer,up,mastodon,1,737,11901,1671647994
fedi.queerdorks.club,up,mastodon,5,1260,10077,1612578268
social.yob.id.au,up,mastodon,1,107,3498,1691844310
noot.pingu4.me,up,mastodon,13,5083,1976,1696364390
nyxa.jojess.net,up,mastodon,6,1102,9806,1671325932
mastodon.gulya.me,up,mastodon,1,0,36,1712089754
mastodon.vaucher.org,up,mastodon,1,14,4853,1669271423
beomjun.kr,up,mastodon,1,1,,1709884684
fedi.science-practice.com,up,mastodon,1,83,4786,1673618828
social.aldiserver.de,up,mastodon,16,192,3646,1635448349
systems.social,up,mastodon,2,1518,12450,1668707758
cutie.city,up,mastodon,87,98493,21935,1677539473
mastodon.craftingcomrades.net,up,mastodon,6,21,5589,1670178309
trg.social,up,mastodon,31,2920,7667,1676958186
cultusmechanic.us,up,mastodon,1,1,8153,1695394365
ika.queloud.net,up,mastodon,3086,1797825,12586,1612578268
mastodon.buzhangjiuzhou.com,up,mastodon,17,3058,100125,1637926773
cackl.io,up,mastodon,46,2529,15284,1671446177
1132don.com,up,mastodon,13,1486,718,1675941315
social.griff.la,up,mastodon,4,461,5898,1677827915
mastodon.ameo.dev,up,mastodon,11,249,10907,1671416205
moe.pastwind.top,up,mastodon,18,9065,8406,1667369386
brainworms.io,up,mastodon,19,1001,10460,1667725283
reluctantly.social,up,mastodon,6,10849,4859,1667814366
rodent.city,up,mastodon,14,335,11901,1672467658
social.undrground.org,up,mastodon,19,2937,15898,1667629108
sigmoid.social,up,mastodon,10800,181821,31039,1667484307
social.axidstudios.com,up,mastodon,3,8,1358,1673225461
don.paltee.net,up,mastodon,3,15442,4401,1651954031
social.blinkfire.ai,up,mastodon,10,26,2131,1704462675
social.tollofsen.se,up,mastodon,1,21,7572,1686693086
peep.anca.tv,up,mastodon,1,9,2928,1671093271
pulpunte-chinpun.xyz,up,mastodon,5,52309,9009,1667653143
social.vleij.com,up,mastodon,4,377,19918,1667464155
social.uibk.ac.at,up,mastodon,95,1059,11249,1690962805
dair-community.social,up,mastodon,400,49169,28919,1667500029
social.fifteen40.com,up,mastodon,8,1720,6392,1616040559
sxl.cc,up,mastodon,4,18,1042,1703561973
m.objc.io,up,mastodon,4,780,8493,1672212809
social.ei8fdb.org,up,mastodon,5,1526,9443,1612578266
mstdn.soine.site,up,mastodon,27,14308,2825,1680094501
troet.yavin3.de,up,mastodon,3,1786,11163,1669897757
mastodon.phikai.com,up,mastodon,1,26,3271,1671632333
elmoncho.cc,up,mastodon,3,1796,2959,1691159963
mstdn.teamblow.jp,up,mastodon,1,984,196,1669748018
risonchu.social,up,mastodon,1,84,27219,1669975894
mastodon.conii.co,up,mastodon,11,9259,5796,1675151519
masto.toadking.com,up,mastodon,1,606,12681,1669016323
social.gr0k.net,up,mastodon,1,381,11521,1671835733
mastodon.holeyfox.co,up,mastodon,878,27917,13893,1667862629
mastodon.rapidcow.org,up,mastodon,3,103,3,1712562616
don.nakochi.me,up,mastodon,2,1025,534,1688525259
social.soraharu.com,up,mastodon,16,458,4980,1712317674
kogumus.masto.host,up,mastodon,10,1727,12146,1667650655
furdon.com,up,mastodon,15,141,8823,1692563192
galacticaactu.al,up,mastodon,1,1,2834,1687274427
mastoturk.org,up,mastodon,3285,290513,1782,1674611164
osintua.eu,up,mastodon,16,792322,10474,1668802304
obufalus.jp,up,mastodon,135,53635,2822,1674367782
mastodon.sharma.io,up,mastodon,5,12744,22927,1667604572
social.xmflsct.com,up,mastodon,4,1663,135029,1612578270
mastodon.fixermark.com,up,mastodon,1,2600,11010,1689402242
social.farcaller.net,up,mastodon,2,2,102,1719183473
omani.social,up,mastodon,13,161,4027,1667629108
m.blackcat.cx,up,mastodon,3,14,56,1692708027
glitch.hanntac.net,up,mastodon,2,293,3510,1707652845
mastodon.trueten.de,up,mastodon,22,27909,17813,1658415350
social.cryptography.dog,up,mastodon,6,6602,19347,1629556880
riemann.social,up,mastodon,1,102,4170,1693440309
masto.pizzac.at,up,mastodon,1,1,1739,1687093449
social.shrn.co,up,mastodon,1,25,13219,1668834443
cybervillains.com,up,mastodon,254,6825,24158,1667832246
opencollective.com,up,mastodon,49,259,,1667960814
mastodon.nnn1590.org,up,mastodon,5,808,119,1614446956
mastodon.undef.org.uk,up,mastodon,4,4,56,1704073210
equestria.social,up,mastodon,2998,274052,35178,1612578266
mastodon.persempio.de,up,mastodon,1,0,949,1688472886
mastodon.drewhess.social,up,mastodon,2,86,4764,1675323337
mastodon.tojo.tokyo,up,mastodon,4,16582,9225,1612578266
respublicae.eu,up,mastodon,1592,1791696,16630,1648942558
social.gergen.family,up,mastodon,2,0,2348,1675061310
mst.nekonohige.jp,up,mastodon,5,388,23,1708977937
mon-desu.com,up,mastodon,24,14295,4817,1675851482
alteholz.social,up,mastodon,5,6893,8527,1652289377
nedludd.social,up,mastodon,4,142,6012,1673503526
drk.network,up,mastodon,55,2695,12820,1667309520
remotelab.uk,up,mastodon,1,665,7426,1672232410
takeo.social,up,mastodon,1,879,8904,1668414108
mastodon.heavyrubberslave.com,up,mastodon,1,117,1047,1669161022
natestodon.social,up,mastodon,13,106,443,1689714025
social.rootaccess.org,up,mastodon,18,885,16696,1655505964
mstdn.nijist.info,up,mastodon,95,4121,10596,1688311473
mastodon.eternalaugust.com,up,mastodon,18,10213,15224,1669030947
yeen.social,up,mastodon,14,1647,9714,1668822843
social.cwill.us,up,mastodon,1,3,7736,1667793208
micro.towards.vision,up,mastodon,1,118,6964,1668284589
don.kenmo.fm,up,mastodon,17,5654,5398,1667818628
social.coop,up,mastodon,1895,733888,45509,1612578270
mastodon.teppotastic.co.uk,up,mastodon,2,1,1606,1674374082
umbracocommunity.social,up,mastodon,177,9591,12272,1687446357
mastodon.berlin,up,mastodon,3736,25165,23861,1612579012
quietcar.social,up,mastodon,5,390,10814,1650919144
social.mpdl.mpg.de,up,mastodon,361,4654,12935,1669666543
mastodon.siteop.biz,up,mastodon,2,102,8463,1668617084
ilbery.family,up,mastodon,4,1097,9854,1695799806
oye.social,up,mastodon,27,6596,11302,1668744723
federatedfandom.net,up,mastodon,702,184515,15690,1668478124
mastodon.wulfsige.com,up,mastodon,2,19,3107,1668851106
maguire.social,up,mastodon,2,15,1791,1669830948
topspicy.social,up,mastodon,114,108541,27581,1650918506
fpl.social,up,mastodon,239,14801,5142,1676061560
social.mooseybytes.com,up,mastodon,2,204,7447,1672502986
mastodon.foxocube.xyz,up,mastodon,2,248,9443,1651249327
masto.monero.space,up,mastodon,1,5,864,1685769786
social.matsuuratomoya.com,up,mastodon,1,1807,9401,1612580929
social.perspective-daily.de,up,mastodon,16,1049,9001,1668904971
x.goonj.xyz,up,mastodon,39,249,3910,1671464482
fluttercommunity.social,up,mastodon,141,6027,13068,1668023323
mastodon.omedia.cloud,up,mastodon,5,13,362,1684563862
tusky.gravyflex.ca,up,mastodon,3,43,5927,1688520979
sisulink.social,up,mastodon,2,2,347,1687495317
redrosewriter.com,up,mastodon,6,1,1793,1612578348
mastodon.fishnet.vip,up,mastodon,2,34,5624,1678625307
tech.social.pekkasipila.com,up,mastodon,1,12,7002,1678498757
social.computerfox.xyz,up,mastodon,12,140932,16390,1612578269
4four.org,up,mastodon,33,105,13153,1668952172
mastodon.babyl.ca,up,mastodon,3,210,3946,1651117476
strandgut.net,up,mastodon,2,108,7010,1696798600
korallenherz.masto.host,up,mastodon,1,9,980,1691077350
mastodon.weber.fi.eu.org,up,mastodon,2,5103,8467,1670023265
social.ketupat.me,up,mastodon,2,14393,10600,1671409346
mstdn.kemono-friends.info,up,mastodon,2085,9581036,16929,1612578266
mstdn.4ushiyu.jp,up,mastodon,3,1818,77,1685654187
odon.mast.zone,up,mastodon,1,462,5435,1687327353
fbbtyosausdfn3ogl66spqj5prnu3tscokaijcimd3hwszoe5hc4r4yd.onion,up,mastodon,0,34,31,1644914515
mastodon.pertinent-ops.com,up,mastodon,2,4,935,1669969719
ow3.cn,up,mastodon,1,164,341,1693890263
mas.neuroscience.day,up,mastodon,9,194,833,1650228393
hardly.social,up,mastodon,2,13,1035,1689235732
kocour.club,up,mastodon,14,1702,1462,1674770005
razze.social,up,mastodon,2,194,8853,1668768464
cr8r.gg,up,mastodon,3788,54674,20828,1667660092
toot.kra.hn,up,mastodon,2,137,7836,1669489147
fedi.beyleyisnot.moe,up,mastodon,1,276,11222,1668589805
skaverat.net,up,mastodon,4,3640,14600,1668238491
attractive.space,up,mastodon,48,13940,22433,1668124320
union.place,up,mastodon,5761,298892,25849,1668130028
xantronix.social,up,mastodon,108,8538,19055,1667877718
mastodon.unmadegaming.com,up,mastodon,10,145,1269,1677566216
m.bavetta.com,up,mastodon,5,9,44813,1669280748
social.anufrij.de,up,mastodon,2,1672,13068,1629144776
bouma.social,up,mastodon,1,588,17005,1668446482
social.cologne,up,mastodon,11996,599767,34377,1612578265
social.heiber.im,up,mastodon,1,1703,15470,1667464886
nnia.space,up,mastodon,1573,356216,14160,1612578266
stay.woke.institute,up,mastodon,15,450,121974,1671639294
mast.mrrl.me,up,mastodon,2,362,7163,1682722880
jillr.social,up,mastodon,1,824,2650,1667867368
retro.social,up,mastodon,86,266907,30903,1612578266
thelake.town,up,mastodon,7,10254,1855,1672270035
plumes.io,up,mastodon,15,1236,5824,1667993138
skyhoppers.club,up,mastodon,10,4405,3188,1688483223
mistodon.cloud,up,mastodon,107,351647,6741,1612578268
m.courtneyr.co,up,mastodon,2,119,3266,1716237235
mastodon.spacenode.net,up,mastodon,6,43,4189,1675854209
denton.social,up,mastodon,82,10260,17690,1668835874
lukyan.eu,up,mastodon,1,1339,7938,1672446393
nikkel.xyz,up,mastodon,2,0,4820,1667564318
meh.social,up,mastodon,26,4072,18368,1667919978
social.dssc.io,up,mastodon,1,1273,12813,1669510117
usr.cloud,up,mastodon,15,514,8216,1667885482
mamot.fr,up,mastodon,38328,6658441,46253,1612578270
m.uwuntu.org,up,mastodon,5,231,4111,1691366909
freifunk.social,up,mastodon,44,3533,11719,1665411676
hunted.one,up,mastodon,4,13,1468,1669882984
bas.tn,up,mastodon,7,14,8460,1671676431
compassion.host,up,mastodon,35,5809,1,1709444416
masto.ai,up,mastodon,73464,2359263,64933,1667777524
17th.me,up,mastodon,3,91,7276,1711141722
companies.social,up,mastodon,7,4949,182,1667616286
social.3detplus.ch,up,mastodon,1,28,1334,1678750752
prodromou.pub,up,mastodon,5,5022,19255,1668220955
mastodon.myacs.com,up,mastodon,3,8,3774,1642534272
friscode.dev,up,mastodon,1,3,1447,1717622389
fedi.jorun.dev,up,mastodon,2,1,12,1704320253
floss.social,up,mastodon,1284,434982,60731,1612578268
birb.casa,up,mastodon,8,246,3190,1678244019
nanao.cybtex.fr,up,mastodon,13,45943,12062,1612578348
plutus.social,up,mastodon,59,1420,8626,1669002252
mooose.org,up,mastodon,1,0,693,1682532169
mastodon.uwuwatch.club,up,mastodon,12,2314,16198,1672160349
mastodon.staf.dev,up,mastodon,1,29,3615,1688217985
impreg.net,up,mastodon,38,1275,3063,1690498294
mastodon.eatswap.fun,up,mastodon,1,8,453,1669662157
mastodon.cyrilix.bzh,up,mastodon,1,0,8146,1669169761
odenwald.social,up,mastodon,17,1503,12773,1656567948
detmi.social,up,mastodon,24,1019,8399,1668785121
masto.alancfrancis.com,up,mastodon,2,4155,12076,1667582609
staging.carhenge.club,up,mastodon,1,11,0,1668399677
kawakawa.fun,up,mastodon,3,68,2573,1688582632
